Cluster_ID	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
A-AI-I-M	R-HSA-168898	Toll-like Receptor Cascades	84/1478	157/10856	7.95711708559012e-33	1.02357460691909e-30	6.99769435565293e-31	AGER/APP/ATF2/BTK/CASP8/CD14/CD180/CD36/CHUK/CTSB/CTSL/FADD/FOS/GSDMD/GSDME/IKBKB/IKBKE/IKBKG/IRAK1/IRAK2/IRAK3/IRF3/IRF7/ITGAM/ITGB2/JUN/LBP/LY86/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PLCG2/PPP2CA/RIPK1/RIPK2/RIPK3/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SFTPD/SIGIRR/SOCS1/TBK1/TICAM1/TICAM2/TIRAP/TLR1/TLR10/TLR2/TLR3/TLR4/TLR5/TLR6/TLR7/TLR8/TLR9/TNIP2/TRAF3/UBE2N/UBE2V1	84
A-AI-I-M	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	66/1478	108/10856	1.01998469147602e-30	1.2027319486988e-28	8.22250817075841e-29	ALOX15/ALOX5/ANXA1/BCL2/BCL2L1/BCL6/CCL11/CCL2/CCL22/CD36/CEBPD/CXCL8/FASLG/FGF2/FOS/FSCN1/GATA3/HGF/HMOX1/HSP90AA1/HSPA8/IL10/IL12A/IL12B/IL13/IL17A/IL17F/IL18/IL1A/IL1B/IL23A/IL23R/IL4/IL4R/IL6/IL6R/ITGAM/ITGAX/ITGB2/JAK1/JAK2/JAK3/LBP/MUC1/MYC/NOS2/OPRM1/OSM/POMC/PTGS2/RORA/S1PR1/SAA1/SOCS1/SOCS3/SOCS5/STAT1/STAT3/TGFB1/TIMP1/TNF/TNFRSF1B/TP53/TWIST1/VCAM1/VEGFA	66
A-AI-I-M	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	74/1478	135/10856	5.91247577966183e-30	6.4355024832473e-28	4.39964796883338e-28	AGER/APP/ATF2/BTK/CASP8/CD14/CD180/CD36/CHUK/FADD/FOS/IKBKB/IKBKE/IKBKG/IRAK1/IRAK2/IRAK3/IRF3/IRF7/ITGAM/ITGB2/JUN/LBP/LY86/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PLCG2/PPP2CA/RIPK1/RIPK2/RIPK3/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SFTPD/SIGIRR/SOCS1/TBK1/TICAM1/TICAM2/TIRAP/TLR1/TLR2/TLR4/TLR6/TNIP2/TRAF3/UBE2N/UBE2V1	74
A-AI-I-M	R-HSA-418594	G alpha (i) signalling events	120/1478	318/10856	6.01816084230022e-28	6.08264113703915e-26	4.15841339404053e-26	ACKR3/ADCY1/ADCY2/ADCY3/ADCY4/ADCY5/ADCY6/ADCY7/ADCY8/ADCY9/ADORA1/ADORA3/ADRA2A/AGT/AGTR2/ANXA1/APLNR/APP/BDKRB1/BDKRB2/C3/C3AR1/C5/C5AR1/CAMK4/CCL1/CCL13/CCL16/CCL19/CCL20/CCL21/CCL23/CCL25/CCL27/CCL4/CCL4L1/CCL5/CCR1/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CDK5/CNR1/CNR2/CX3CL1/CX3CR1/CXCL1/CXCL10/CXCL11/CXCL12/CXCL13/CXCL2/CXCL3/CXCL5/CXCL6/CXCL8/CXCL9/CXCR2/CXCR3/CXCR4/FPR1/FPR2/GAL/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/GPER1/GPR31/GPR55/GPSM3/HRH4/KNG1/KPNA2/LPAR1/NPY/OPRM1/PDE4B/PF4/PLA2G4A/PLCB1/PNOC/POMC/PPBP/PPP2CA/PRKACA/PRKACB/PRKACG/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PRKCA/PRKCD/PRKCG/PRKX/PTGDR2/PTGER3/RLN3/S1PR3/SAA1/SRC/SUCNR1	120
A-AI-I-M	R-HSA-373080	Class B/2 (Secretin family receptors)	56/1478	95/10856	4.09352837919124e-25	3.86156177103707e-23	2.63996672314158e-23	ADCYAP1/ADCYAP1R1/ADGRE2/ADGRE5/ADM/ADM2/CALCA/CALCB/CALCR/CALCRL/CD55/CRH/CRHBP/CRHR1/CRHR2/CYSLTR2/FZD4/FZD5/FZD8/GCG/GHRH/GHRHR/GIP/GIPR/GLP1R/GNAS/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/IAPP/PTCH1/PTCH2/PTH/PTH1R/PTH2R/PTHLH/RAMP1/RAMP2/RAMP3/SCT/SCTR/UCN/VIP/VIPR1/VIPR2/WNT7A/WNT7B	56
A-AI-I-M	R-HSA-194138	Signaling by VEGF	60/1478	108/10856	6.37993082853529e-25	5.64225132648589e-23	3.85733975751574e-23	AAMP/ACTG1/AKT3/AXL/CAV1/CDC42/CDH5/CTNND1/CYBA/CYBB/FYN/HSP90AA1/HSPB1/ITGAV/ITGB3/JUP/KDR/KRAS/MAPK11/MAPK12/MAPK13/MAPK14/MAPKAPK2/MAPKAPK3/MTOR/NCF1/NCF2/NCF4/NCKAP1L/NOS3/NRP1/NRP2/PAK1/PDPK1/PIK3CA/PIK3CB/PLCG1/PRKACA/PRKACB/PRKACG/PRKCA/PRKCB/PRKCD/PRKCZ/PXN/RAC1/RICTOR/ROCK1/ROCK2/SH2D2A/SHB/SPHK1/SRC/VAV2/VAV3/VEGFA/VEGFB/VEGFC/VEGFD/WASF2	60
A-AI-I-M	R-HSA-6783783	Interleukin-10 signaling	37/1478	47/10856	7.91563167903901e-24	6.58859930931776e-22	4.50431301116833e-22	CCL19/CCL2/CCL20/CCL22/CCL3/CCL3L1/CCL4/CCL4L1/CCL5/CCR1/CCR2/CCR5/CXCL1/CXCL10/CXCL2/CXCL8/FPR1/IL10/IL10RA/IL10RB/IL12A/IL12B/IL18/IL1A/IL1B/IL1R1/IL1R2/IL1RN/IL6/JAK1/PTAFR/PTGS2/STAT3/TIMP1/TNF/TNFRSF1A/TNFRSF1B	37
A-AI-I-M	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	57/1478	104/10856	2.45448363417427e-23	1.827944390714e-21	1.24967892510036e-21	AGER/APP/ATF2/BTK/CD14/CD36/CHUK/FOS/IKBKB/IKBKG/IRAK1/IRAK2/IRAK3/JUN/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PPP2CA/RIPK2/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SFTPD/SIGIRR/SOCS1/TIRAP/TLR1/TLR2/TLR4/TLR6/TNIP2/UBE2N/UBE2V1	57
A-AI-I-M	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	57/1478	104/10856	2.45448363417427e-23	1.827944390714e-21	1.24967892510036e-21	AGER/APP/ATF2/BTK/CD14/CD36/CHUK/FOS/IKBKB/IKBKG/IRAK1/IRAK2/IRAK3/JUN/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PPP2CA/RIPK2/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SFTPD/SIGIRR/SOCS1/TIRAP/TLR1/TLR2/TLR4/TLR6/TNIP2/UBE2N/UBE2V1	57
A-AI-I-M	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	56/1478	101/10856	2.77013305956858e-23	1.86654203775692e-21	1.27606630663836e-21	AGER/APP/ATF2/BTK/CD14/CD36/CHUK/FOS/IKBKB/IKBKG/IRAK1/IRAK2/IRAK3/JUN/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PPP2CA/RIPK2/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SIGIRR/SOCS1/TIRAP/TLR1/TLR2/TLR4/TLR6/TNIP2/UBE2N/UBE2V1	56
A-AI-I-M	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	56/1478	101/10856	2.77013305956858e-23	1.86654203775692e-21	1.27606630663836e-21	AGER/APP/ATF2/BTK/CD14/CD36/CHUK/FOS/IKBKB/IKBKG/IRAK1/IRAK2/IRAK3/JUN/LY96/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK10/MAPK11/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYD88/NFKB1/NFKB2/NFKBIA/NFKBIB/NKIRAS2/NOD1/NOD2/PPP2CA/RIPK2/RPS6KA5/S100A1/S100A12/S100A8/S100A9/SAA1/SIGIRR/SOCS1/TIRAP/TLR1/TLR2/TLR4/TLR6/TNIP2/UBE2N/UBE2V1	56
A-AI-I-M	R-HSA-76002	Platelet activation, signaling and aggregation	98/1478	263/10856	1.69576891079161e-22	1.09068773125915e-20	7.45651497137553e-21	A2M/AAMP/ABCC4/ABHD12/ADRA2A/AHSG/APOA1/APOH/APP/ARRB2/CD36/CD9/CDC42/CHID1/CYRIB/DAGLB/ECM1/EGF/F2/F2R/FAM3C/FCER1G/FLNA/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HGF/ITGA2B/ITGB3/ITIH4/KNG1/LAT/LYN/MAPK14/MGLL/ORM1/ORM2/PDGFA/PDPK1/PDPN/PECAM1/PF4/PIK3CA/PIK3CB/PIK3CG/PIK3R3/PIK3R6/PLA2G4A/PLCG2/PPBP/PPIA/PRKCA/PRKCB/PRKCD/PRKCG/PRKCQ/PRKCZ/RAC1/RAPGEF3/RARRES2/RASGRP1/RHOB/SCG3/SELP/SERPINA3/SERPINE1/SHC1/SOD1/SPARC/SRC/SYK/TBXA2R/TGFB1/TGFB2/THBS1/TIMP1/TMSB4X/VAV2/VAV3/VEGFA/VEGFB/VEGFC/VEGFD/YWHAZ	98
