Cluster_ID	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
A-AI-I-M	GO:0019898	extrinsic component of membrane	74/1860	304/19520	2.22836812439988e-14	1.24788614966393e-12	9.19068575709423e-13	ALOX15/ALOX15B/ANXA1/APC/AZU1/BST1/CDH1/CDH13/CDH26/CDH5/CNR2/CTNND1/CYLD/DLG4/DMBT1/FER/FGR/FYN/GBA/GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HCK/JUP/KPNA2/KRAS/LYN/MFGE8/MGLL/MMP27/MUC16/NCF1/NLRP10/OTULINL/PIK3C2A/PIK3CA/PIK3CB/PIK3CD/PIK3CG/PIK3R3/PIK3R6/PML/RAC1/SCUBE1/SOCS1/SOCS2/SOCS3/SOCS5/SRC/ST14/STK39/STYK1/SYK/TDGF1/TIAM1/USP8/YES1/ZAP70/ZC3H12A	74
A-AI-I-M	GO:0019897	extrinsic component of plasma membrane	50/1860	169/19520	1.41592706757345e-13	7.26842561354373e-12	5.35319794845753e-12	ALOX15/ANXA1/APC/CDH1/CDH13/CDH26/CDH5/CNR2/CTNND1/CYLD/DLG4/FER/FGR/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HCK/JUP/KPNA2/KRAS/LYN/MFGE8/NLRP10/RAC1/SCUBE1/SRC/ST14/STYK1/SYK/TDGF1/TIAM1/USP8/YES1/ZAP70	50
A-AI-I-M	GO:0030667	secretory granule membrane	72/1860	305/19520	2.58396795469872e-13	1.2244032769957e-11	9.01773431963681e-12	ABCC4/ADAM10/ADAM8/ADGRE5/AZU1/BRI3/BST1/C3AR1/C5AR1/CAV1/CD14/CD36/CD44/CD47/CD55/CD68/CD9/CEACAM1/CEACAM6/CLCA1/CLEC12A/CLEC4D/CLEC5A/CPNE1/CXCR2/CYBA/CYBB/DMBT1/FABP5/FCER1G/FPR1/FPR2/HLA-B/HLA-C/HYAL3/ITGA2B/ITGAL/ITGAM/ITGAV/ITGAX/ITGB2/ITGB3/LAMP1/LGALS3/MMP25/NCKAP1L/NCSTN/NFAM1/OLR1/PECAM1/PRCP/PSEN1/PTAFR/PTPRB/PTPRC/PTPRN2/RAC1/SCG3/SELP/SIRPA/SLC15A4/SNCA/SPARC/STING1/STK10/TARM1/TCIRG1/TICAM2/TLR2/TNFRSF1B/TYROBP/VNN1	72
A-AI-I-M	GO:0098636	protein complex involved in cell adhesion	21/1860	36/19520	4.43630799203312e-13	1.95197551649457e-11	1.43763063501224e-11	CD28/CTLA4/EMILIN1/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGAL/ITGAM/ITGAV/ITGAX/ITGB2/ITGB3/ITGB5/ITGB6/ITGB8/JAM2/JAM3/LYN/PLP1	21
A-AI-I-M	GO:0009898	cytoplasmic side of plasma membrane	48/1860	167/19520	1.41272959070534e-12	5.80160951916327e-11	4.27288739364212e-11	ALOX15/CDH1/CHUK/CNR2/CYLD/DLG4/FER/FGR/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HCK/IKBKB/JUP/KRAS/LILRB4/LITAF/LYN/MIEN1/PTEN/PTP4A1/PTPN22/PTPRC/RAC1/RNF31/SRC/STYK1/SYK/TIAM1/TRAF3/YES1/ZAP70	48
A-AI-I-M	GO:0061702	inflammasome complex	14/1860	17/19520	2.50762497993099e-12	9.65435617273431e-11	7.11043662072537e-11	AIM2/CARD8/CASP1/CASP4/CASP5/DDX3X/GSDMD/NAIP/NLRC4/NLRP1/NLRP3/NLRP6/NLRP9/PYCARD	14
A-AI-I-M	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	35/1860	100/19520	3.07059435540426e-12	1.1126388958406e-10	8.19458927045968e-11	ALOX15/CNR2/CYLD/DLG4/FER/FGR/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HCK/KRAS/LYN/RAC1/SRC/STYK1/SYK/TIAM1/YES1/ZAP70	35
A-AI-I-M	GO:0042581	specific granule	45/1860	160/19520	1.59354506632559e-11	5.45346533809203e-10	4.01647908530018e-10	ADAM10/ADAM8/ANXA3/ARG1/BST1/C3AR1/CAMP/CD36/CD47/CEACAM1/CHI3L1/CLEC12A/CLEC4D/CLEC5A/CRACR2A/CXCL1/CYBA/CYBB/ELANE/FPR2/GSDMD/HP/ITGAL/ITGAM/ITGAV/ITGB2/JUP/LRG1/LTF/LYZ/MMP25/NFKB1/OLR1/ORM1/ORM2/PGLYRP1/PTPRB/PTX3/RETN/SLC15A4/SLPI/STK10/TARM1/TNFRSF1B/TOLLIP	45
A-AI-I-M	GO:0031252	cell leading edge	83/1860	411/19520	2.86787107840936e-11	9.2979399173693e-10	6.84793592683897e-10	ABI3/ABL1/ACTA2/ADAM17/ADGRE2/ADORA1/ADORA2A/AIF1/AIF1L/AMOT/ANGPTL3/ANTXR1/APC/APP/APPL1/APPL2/ARHGEF4/ARPC2/AVIL/BCAS3/BMX/CD44/CDC42/CDH1/CDK5/CIB1/CSPG4/CTNND1/CTTN/CXCR4/DDX3X/DDX58/DST/DUOX2/DUOXA2/FAP/FER/FGR/FSCN1/GPER1/HDAC6/ILK/ITGA5/ITGAV/ITGB3/JCAD/MEFV/MTSS1/MTSS2/NME1/NME2/OPRM1/PAK1/PARVA/PDPN/PIK3CA/PLCG1/PLEKHG5/PLXND1/PRKCZ/PSTPIP1/PTPRK/PTPRM/PXN/RAB13/RAC1/RAPGEF3/ROBO2/ROCK1/SCIMP/SCYL3/SH3BP1/SORBS2/SPATA13/SPRY2/SRC/THY1/TIAM1/TIRAP/TLR4/TRPV1/TRPV4/WASF2	83
A-AI-I-M	GO:0042611	MHC protein complex	16/1860	25/19520	3.85088268616622e-11	1.1860718673392e-09	8.7354233565139e-10	HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G/MR1	16
A-AI-I-M	GO:0031091	platelet alpha granule	31/1860	91/19520	1.16931374877262e-10	3.28548655623876e-09	2.41976197152923e-09	A2M/AHSG/APP/CD36/CD9/CYRIB/EGF/HGF/ITGA2B/ITGB3/KNG1/ORM1/ORM2/PDGFA/PECAM1/PF4/PPBP/SELP/SERPINA3/SERPINE1/SNCA/SPARC/TGFB1/TGFB2/THBS1/TIMP1/TMSB4X/VEGFA/VEGFB/VEGFC/VEGFD	31
A-AI-I-M	GO:0030666	endocytic vesicle membrane	44/1860	163/19520	1.17338805579956e-10	3.28548655623876e-09	2.41976197152923e-09	ANXA3/APOE/APPL2/CAV1/CD163/CD36/CD9/CLTC/CYBA/CYBB/DLG4/DMBT1/EPN2/FZD4/FZD5/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G/IRGM/LAMP1/LDLR/LRP1/NOS3/PTCH1/STAB1/STAB2/TCIRG1/TLR1/TLR2/TLR6/WNT7A/WNT7B	44
A-AI-I-M	GO:0070820	tertiary granule	44/1860	164/19520	1.45770873064231e-10	3.90412425250288e-09	2.87538884625554e-09	ADAM10/ADAM8/CAMP/CD47/CD55/CEACAM1/CLEC12A/CLEC4D/CLEC5A/CTSH/CXCL1/CYBA/CYBB/FCER1G/FLG2/FPR1/FPR2/GSDMD/HBB/HP/ITGAM/ITGAX/ITGB2/LAMP1/LGALS3/LRG1/LTA4H/LTF/LYZ/NCKAP1L/OLR1/ORM1/PGLYRP1/PPBP/PRCP/PTAFR/PTPRB/PTPRN2/PTX3/RAC1/SIRPA/TARM1/TCIRG1/TNFAIP6	44
A-AI-I-M	GO:0005834	heterotrimeric G-protein complex	18/1860	34/19520	1.91958096420069e-10	4.72984749579049e-09	3.48353429713893e-09	GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1	18
A-AI-I-M	GO:1905360	GTPase complex	18/1860	34/19520	1.91958096420069e-10	4.72984749579049e-09	3.48353429713893e-09	GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1	18
A-AI-I-M	GO:0045177	apical part of cell	81/1860	414/19520	2.51862211440863e-10	5.79270650947441e-09	4.26633032396355e-09	ABCB1/ABCC1/ABCC4/ACE2/ACVR1/ADAM17/ADCY8/ADGRG2/ADRB2/AGER/ANXA1/APP/AQP1/ATP8B1/C5AR1/C5AR2/CD34/CD36/CD44/CDC42/CEACAM1/CEACAM6/CIB1/CLIC4/CSPG4/CTSB/CTSL/CYP4F2/DLL1/DNAAF11/DUOX2/DUOXA2/DVL2/EGFR/EMP2/ENPEP/ENPP3/EPCAM/FAP/GNAS/HAMP/HFE/HYAL2/IL6R/JAG1/KL/LDLR/LRP1/MUC1/NOD1/NOTCH1/NOX4/OSMR/PDGFRB/PDPN/PLPP1/PRKCZ/PSEN1/PTCH1/PTEN/PTH1R/RAPGEF2/SCNN1B/SLC12A3/SLC22A4/SLC26A6/SLC39A14/SLC39A8/SLC5A8/SORBS2/STK39/TCIRG1/TDGF1/TEK/THY1/TJP1/TLR9/TRPV4/VASH1/VCAM1/ZMYND10	81
A-AI-I-M	GO:0098562	cytoplasmic side of membrane	48/1860	191/19520	2.53901097006184e-10	5.79270650947441e-09	4.26633032396355e-09	ALOX15/CDH1/CHUK/CNR2/CYLD/DLG4/FER/FGR/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNAS/GNAZ/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HCK/IKBKB/JUP/KRAS/LILRB4/LITAF/LYN/MIEN1/PTEN/PTP4A1/PTPN22/PTPRC/RAC1/RNF31/SRC/STYK1/SYK/TIAM1/TRAF3/YES1/ZAP70	48
A-AI-I-M	GO:0008305	integrin complex	17/1860	31/19520	2.95745860137764e-10	6.5064089230308e-09	4.79197239546527e-09	EMILIN1/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGAL/ITGAM/ITGAV/ITGAX/ITGB2/ITGB3/ITGB5/ITGB6/ITGB8/LYN/PLP1	17
A-AI-I-M	GO:0030027	lamellipodium	47/1860	196/19520	2.0561835466824e-09	4.36761746467711e-08	3.21675175542692e-08	ABI3/ACTA2/AIF1/AMOT/ANGPTL3/ANTXR1/APC/APP/ARPC2/AVIL/CD44/CDH1/CDK5/CIB1/CSPG4/CTNND1/CTTN/DDX3X/FAP/FER/FSCN1/ILK/ITGAV/ITGB3/MEFV/MTSS2/NME2/PAK1/PARVA/PDPN/PIK3CA/PLCG1/PLEKHG5/PLXND1/PSTPIP1/PTPRM/PXN/RAB13/RAC1/RAPGEF3/ROCK1/SCYL3/SH3BP1/SORBS2/SPATA13/TRPV4/WASF2	47
A-AI-I-M	GO:0005911	cell-cell junction	88/1860	485/19520	2.24372854536799e-09	4.6071226131556e-08	3.39314737913544e-08	ACTG1/ADAM10/ADAM15/ADAM17/ADGRB1/ALOX15B/AMOT/AMOTL1/AMOTL2/ANXA1/ANXA2/APC/APP/ARHGAP24/ASH1L/BAIAP2L1/BAIAP2L2/CCN3/CDC42/CDH1/CDH5/CDSN/CEACAM1/CLDN5/CLIC4/CNTNAP1/CTNND1/DDX58/DLL1/DSG4/EFNB2/EPCAM/EPHA4/F11R/FLNA/FSCN1/FZD4/FZD5/GAB1/GJA5/HAMP/ITGA5/ITGB3/JAG1/JAM2/JAM3/JCAD/JUP/KRIT1/LYN/MAGI1/MXRA8/NGFR/NIBAN2/NOTCH1/PAK1/PAK4/PARK7/PECAM1/PIK3CA/PLCG1/PLEKHG5/PLPP3/PNN/PRKCD/PRKCG/PRKCZ/PTK7/PTPRK/PTPRM/PXN/RAB13/RAPGEF2/RASIP1/SH3BP1/SIRT2/TEK/TGFBR1/TIAM1/TJP1/TRIM29/TRPV4/UBA1/VEGFA/WASF2/YBX3/ZAP70/ZYX	88
A-AI-I-M	GO:0045335	phagocytic vesicle	37/1860	136/19520	2.73522383270329e-09	5.43515445466202e-08	4.00299311339599e-08	ADAM8/ANXA3/APPL1/APPL2/CD36/CDC42/CYBA/CYBB/DMBT1/ELANE/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/HLA-G/IRGM/ITGAV/ITGB5/LAMP1/LTF/MTOR/NCF1/NCF2/NCF4/NOD1/NOD2/PGLYRP1/SCIMP/SYK/TCIRG1/TLR1/TLR2/TLR6/TLR7/TLR9/ZYX	37
A-AI-I-M	GO:0005769	early endosome	73/1860	378/19520	3.48061525904916e-09	6.70018437366962e-08	4.93468808108614e-08	ACKR1/ACKR2/ACKR3/ADRB1/ADRB2/ANGPTL3/ANXA1/AOC3/APOA1/APOA2/APOE/APP/APPL1/APPL2/CAV1/CXCR4/DTX3L/EGFR/EPHA4/EPHB1/F2R/F2RL1/FZD5/GPER1/GPNMB/HAVCR2/HFE/HGS/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/HLA-G/HYAL3/ITCH/KDR/KIR2DL4/LDLR/LITAF/LRP1/LTF/MR1/NAPEPLD/NCSTN/NOX1/NRP1/NTRK1/PLA2G4B/PLD3/PML/PSEN1/PTP4A1/PTP4A3/RABGEF1/RCC2/RHOB/RNF11/RUBCN/SIGLEC1/SLC15A4/SLC39A14/SNX6/SPHK1/STEAP4/TICAM2/TLR3/TLR4/USP8/VCAM1/VPS35/WASF2/WDFY1	73
A-AI-I-M	GO:0031093	platelet alpha granule lumen	24/1860	67/19520	4.58921806679119e-09	8.56654039134356e-08	6.30925992595536e-08	A2M/AHSG/APP/CYRIB/EGF/HGF/KNG1/ORM1/ORM2/PDGFA/PF4/PPBP/SERPINA3/SERPINE1/SPARC/TGFB1/TGFB2/THBS1/TIMP1/TMSB4X/VEGFA/VEGFB/VEGFC/VEGFD	24
A-AI-I-M	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	15/1860	29/19520	9.76399650325323e-09	1.71846338457257e-07	1.26564887004576e-07	HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G	15
A-AI-I-M	GO:0098553	lumenal side of endoplasmic reticulum membrane	15/1860	29/19520	9.76399650325323e-09	1.71846338457257e-07	1.26564887004576e-07	HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G	15
