Cluster_ID	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
A-AI-I-M	hsa04657	IL-17 signaling pathway	60/1249	94/8157	8.13801556661971e-27	2.38961729819833e-25	1.0513225851614e-25	CASP8/CCL11/CCL17/CCL2/CCL20/CCL7/CEBPB/CHUK/CXCL1/CXCL10/CXCL2/CXCL3/CXCL5/CXCL6/CXCL8/DEFB4A/FADD/FOS/GSK3B/HSP90AA1/IFNG/IKBKB/IKBKE/IKBKG/IL13/IL17A/IL17F/IL17RA/IL17RB/IL17RC/IL17RE/IL1B/IL25/IL4/IL5/IL6/JUN/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK7/MAPK8/MAPK9/NFKB1/NFKBIA/PTGS2/S100A7/S100A7A/S100A8/S100A9/SRSF1/TBK1/TNF/TNFAIP3/TRADD/TRAF3/TRAF3IP2	60
A-AI-I-M	hsa04621	NOD-like receptor signaling pathway	89/1249	184/8157	1.09363569189677e-26	2.94370273735547e-25	1.29509489829881e-25	AIM2/ANTXR1/ATG16L1/BCL2/BCL2L1/CAMP/CARD16/CARD18/CARD8/CARD9/CASP1/CASP4/CASP5/CASP8/CCL2/CCL5/CHUK/CTSB/CXCL1/CXCL2/CXCL3/CXCL8/CYBA/CYBB/DEFB4A/ERBIN/FADD/GBP5/GBP7/GSDMD/HSP90AA1/IFNA2/IKBKB/IKBKE/IKBKG/IL18/IL1B/IL6/IRF3/IRF7/JAK1/JUN/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MAVS/MEFV/MYD88/NAIP/NAMPT/NFKB1/NFKBIA/NFKBIB/NLRC4/NLRP1/NLRP12/NLRP3/NLRP6/NLRP7/NLRX1/NOD1/NOD2/P2RX7/PLCB1/PRKCD/PSTPIP1/PYCARD/PYDC1/PYDC2/RBCK1/RIPK1/RIPK2/RIPK3/RNF31/SHARPIN/STAT1/STING1/TBK1/TICAM1/TLR4/TNF/TNFAIP3/TRAF3/TXN	89
A-AI-I-M	hsa05418	Fluid shear stress and atherosclerosis	75/1249	139/8157	1.62959586894031e-26	4.04891896667478e-25	1.7813396138214e-25	ACTG1/ACVR1/AKT3/BCL2/BMP4/BMPR1B/CAV1/CCL2/CDH5/CHUK/CTSL/CYBA/FOS/GSTM4/GSTP1/HMOX1/HSP90AA1/IFNG/IKBKB/IKBKG/IL1A/IL1B/IL1R1/IL1R2/ITGA2B/ITGAV/ITGB3/JUN/KDR/KEAP1/KLF2/MAP2K4/MAP2K5/MAP2K6/MAP2K7/MAP3K5/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK7/MAPK8/MAPK9/MEF2C/MGST2/NCF1/NCF2/NFE2L2/NFKB1/NOS3/NOX1/PDGFA/PECAM1/PIAS4/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PRKCZ/RAC1/SDC1/SELE/SRC/SUMO1/SUMO2/SUMO3/TNF/TNFRSF1A/TP53/TRPV4/TXN/VCAM1/VEGFA	75
A-AI-I-M	hsa05145	Toxoplasmosis	66/1249	112/8157	1.87658570089888e-26	4.32955129564526e-25	1.90480503474698e-25	AKT3/ALOX5/BCL2/BCL2L1/CASP8/CCR5/CD40/CD40LG/CHUK/CIITA/GNAI1/GNAI2/GNAI3/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DRB1/HLA-DRB4/HLA-DRB5/HSPA1A/HSPA1B/HSPA8/IFNG/IFNGR1/IKBKB/IKBKG/IL10/IL10RA/IL10RB/IL12A/IL12B/IRAK1/IRGM/JAK1/JAK2/LDLR/LY96/MAP2K3/MAP2K6/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MYD88/NFKB1/NFKBIA/NFKBIB/NOS2/PDPK1/PIK3CG/PIK3R6/SOCS1/STAT1/STAT3/TGFB1/TGFB2/TLR2/TLR4/TNF/TNFRSF1A	66
A-AI-I-M	hsa05161	Hepatitis B	82/1249	162/8157	2.25401928002563e-26	4.8536548496552e-25	2.13538668634007e-25	AKT3/ATF2/BCL2/CASP10/CASP8/CDK2/CHUK/CREB3/CREB3L1/CREB3L3/CXCL8/DDX3X/DDX58/E2F2/FADD/FASLG/FOS/HSPG2/IFIH1/IFNA2/IKBKB/IKBKE/IKBKG/IL6/IRAK1/IRF3/IRF7/JAK1/JAK2/JAK3/JUN/KRAS/MAP2K3/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MAVS/MYC/MYD88/NFATC3/NFATC4/NFKB1/NFKBIA/PCNA/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PRKCA/PRKCB/PRKCG/RB1/SMAD3/SRC/STAT1/STAT3/STAT4/STAT5B/TBK1/TGFB1/TGFB2/TGFBR1/TGFBR2/TICAM1/TICAM2/TIRAP/TLR2/TLR3/TLR4/TNF/TP53/TRAF3/YWHAQ/YWHAZ	82
A-AI-I-M	hsa04064	NF-kappa B signaling pathway	63/1249	104/8157	3.04445681219092e-26	6.14599718961043e-25	2.70395835293273e-25	BCL10/BCL2/BCL2A1/BCL2L1/BLNK/BTK/CARD10/CARD14/CCL13/CCL19/CCL21/CCL4/CCL4L1/CD14/CD40/CD40LG/CHUK/CXCL1/CXCL12/CXCL2/CXCL3/CXCL8/CYLD/DDX58/GADD45A/IKBKB/IKBKG/IL1B/IL1R1/IRAK1/LAT/LBP/LTA/LY96/LYN/MALT1/MAP3K7/MYD88/NFKB1/NFKB2/NFKBIA/PARP1/PIAS4/PLCG1/PLCG2/PRKCB/PRKCQ/PTGS2/RELB/RIPK1/SYK/TICAM1/TICAM2/TIRAP/TLR4/TNF/TNFAIP3/TNFRSF1A/TRADD/TRAF3/UBE2I/VCAM1/ZAP70	63
A-AI-I-M	hsa05142	Chagas disease	62/1249	102/8157	5.83600828637542e-26	1.10884157441133e-24	4.87839701957078e-25	ACE/ADCY1/AKT3/BDKRB2/C3/CASP8/CCL2/CCL3/CCL3L1/CCL5/CHUK/CXCL8/FADD/FASLG/FOS/GNAI1/GNAI2/GNAI3/GNAS/IFNG/IFNGR1/IKBKB/IKBKG/IL10/IL12A/IL12B/IL1B/IL2/IL6/IRAK1/JUN/KNG1/MAP2K4/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/MYD88/NFKB1/NFKBIA/NOS2/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PLCB1/PPP2CA/SERPINE1/TGFB1/TGFB2/TGFBR1/TGFBR2/TICAM1/TLR2/TLR4/TLR6/TLR9/TNF/TNFRSF1A	62
A-AI-I-M	hsa05321	Inflammatory bowel disease	47/1249	65/8157	6.99223612395146e-25	1.25471792668685e-23	5.52018641364589e-24	FOXP3/GATA3/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DRB1/HLA-DRB4/HLA-DRB5/IFNG/IFNGR1/IL10/IL12A/IL12B/IL13/IL17A/IL17F/IL18/IL18R1/IL18RAP/IL1A/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL4/IL4R/IL5/IL6/JUN/NFKB1/NOD2/RORA/SMAD3/STAT1/STAT3/STAT4/TBX21/TGFB1/TGFB2/TLR2/TLR4/TLR5/TNF	47
A-AI-I-M	hsa04933	AGE-RAGE signaling pathway in diabetic complications	60/1249	100/8157	9.8863934163265e-25	1.68068688077551e-23	7.39425546373451e-24	AGER/AGT/AGTR1/AKT3/BCL2/CCL2/CDC42/COL4A1/COL4A2/COL4A3/CXCL8/CYBB/EGR1/F3/IL1A/IL1B/IL6/JAK2/JUN/KRAS/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/NFKB1/NOS3/NOX1/NOX4/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PLCB1/PLCD3/PLCG1/PLCG2/PRKCA/PRKCB/PRKCD/PRKCZ/RAC1/SELE/SERPINE1/SMAD3/STAT1/STAT3/STAT5B/TGFB1/TGFB2/TGFBR1/TGFBR2/TNF/VCAM1/VEGFA/VEGFB/VEGFC/VEGFD	60
A-AI-I-M	hsa04010	MAPK signaling pathway	112/1249	294/8157	1.99877462642944e-22	3.22802102168355e-21	1.42018197141039e-21	AKT3/ANGPT1/ANGPT2/ANGPT4/ARRB2/ATF2/CACNB2/CD14/CDC42/CHUK/DDIT3/DUSP10/EFNA1/EFNA3/EGF/EGFR/EREG/FASLG/FGF1/FGF10/FGF18/FGF2/FGF6/FGF9/FGFR2/FLNA/FLNC/FOS/GADD45A/GNG12/HGF/HSPA1A/HSPA1B/HSPA8/HSPB1/IKBKB/IKBKG/IL1A/IL1B/IL1R1/IL1RAP/INS/IRAK1/JUN/KDR/KRAS/MAP2K3/MAP2K4/MAP2K5/MAP2K6/MAP2K7/MAP3K3/MAP3K5/MAP3K7/MAP3K8/MAP4K2/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MEF2C/MYC/MYD88/NF1/NFATC3/NFKB1/NFKB2/NGFR/NR4A1/NTRK1/PAK1/PDGFA/PDGFC/PDGFD/PDGFRB/PLA2G4A/PLA2G4B/PLA2G4C/PRKACA/PRKACB/PRKACG/PRKCA/PRKCB/PRKCG/RAC1/RAPGEF2/RASGRP1/RELB/RPS6KA4/RPS6KA5/RRAS/SRF/TEK/TGFA/TGFB1/TGFB2/TGFBR1/TGFBR2/TNF/TNFRSF1A/TP53/TRADD/VEGFA/VEGFB/VEGFC/VEGFD	112
A-AI-I-M	hsa05140	Leishmaniasis	49/1249	77/8157	5.03235873606407e-22	7.74024700832712e-21	3.40535553568246e-21	C3/CYBA/CYBB/FCGR3A/FOS/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DRB1/HLA-DRB4/HLA-DRB5/IFNG/IFNGR1/IL10/IL12A/IL12B/IL1A/IL1B/IL4/IRAK1/ITGA4/ITGAM/ITGB2/JAK1/JAK2/JUN/MAP3K7/MAPK11/MAPK12/MAPK13/MAPK14/MYD88/NCF1/NCF2/NCF4/NFKB1/NFKBIA/NFKBIB/NOS2/PRKCB/PTGS2/STAT1/TGFB1/TGFB2/TLR2/TLR4/TNF	49
A-AI-I-M	hsa04015	Rap1 signaling pathway	88/1249	210/8157	5.04139299697986e-21	7.40168153647497e-20	3.25640217508268e-20	ACTG1/ADCY1/ADCY2/ADCY3/ADCY4/ADCY5/ADCY6/ADCY7/ADCY8/ADCY9/ADORA2A/ADORA2B/AKT3/ANGPT1/ANGPT2/ANGPT4/CDC42/CDH1/CNR1/CTNND1/EFNA1/EFNA3/EGF/EGFR/F2R/FGF1/FGF10/FGF18/FGF2/FGF6/FGF9/FGFR2/FPR1/GNAI1/GNAI2/GNAI3/GNAS/HGF/ID1/INS/ITGA2B/ITGAL/ITGAM/ITGB2/ITGB3/KDR/KRAS/KRIT1/LAT/LPAR1/MAGI1/MAP2K3/MAP2K6/MAPK11/MAPK12/MAPK13/MAPK14/NGFR/PDGFA/PDGFC/PDGFD/PDGFRB/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PLCB1/PLCG1/PRKCA/PRKCB/PRKCG/PRKCZ/PRKD1/PRKD2/RAC1/RAPGEF2/RAPGEF3/RRAS/SRC/TEK/THBS1/TIAM1/VAV2/VAV3/VEGFA/VEGFB/VEGFC/VEGFD	88
A-AI-I-M	hsa04750	Inflammatory mediator regulation of TRP channels	55/1249	98/8157	7.89990203929372e-21	1.1094210255182e-19	4.88094634006706e-20	ADCY1/ADCY2/ADCY3/ADCY4/ADCY5/ADCY6/ADCY7/ADCY8/ADCY9/ASIC1/ASIC2/ASIC3/BDKRB1/BDKRB2/F2RL1/GNAS/HRH1/IL1B/IL1R1/IL1RAP/KNG1/MAP2K3/MAP2K6/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/NTRK1/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PLA2G4A/PLA2G4B/PLA2G4C/PLA2G6/PLCB1/PLCG1/PLCG2/PRKACA/PRKACB/PRKACG/PRKCA/PRKCB/PRKCD/PRKCG/PRKCQ/PTGER4/SRC/TRPA1/TRPV1/TRPV4	55
A-AI-I-M	hsa04014	Ras signaling pathway	94/1249	235/8157	1.11620982508718e-20	1.50223238959649e-19	6.6091371222267e-20	ABL1/AKT3/ANGPT1/ANGPT2/ANGPT4/BCL2L1/CDC42/CHUK/EFNA1/EFNA3/EGF/EGFR/ETS1/FASLG/FGF1/FGF10/FGF18/FGF2/FGF6/FGF9/FGFR2/FOXO4/GAB1/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/HGF/HTR7/IKBKB/IKBKG/INS/KDR/KRAS/KSR2/LAT/MAPK10/MAPK8/MAPK9/NF1/NFKB1/NGFR/NTRK1/PAK1/PAK4/PDGFA/PDGFC/PDGFD/PDGFRB/PIK3CA/PIK3CB/PIK3CD/PIK3R3/PLA2G10/PLA2G1B/PLA2G2A/PLA2G2D/PLA2G2E/PLA2G2F/PLA2G3/PLA2G4A/PLA2G4B/PLA2G4C/PLA2G6/PLCG1/PLCG2/PRKACA/PRKACB/PRKACG/PRKCA/PRKCB/PRKCG/RAC1/RASGRP1/REL/RRAS/SHC1/TBK1/TEK/TGFA/TIAM1/VEGFA/VEGFB/VEGFC/VEGFD/ZAP70	94
A-AI-I-M	hsa04151	PI3K-Akt signaling pathway	122/1249	354/8157	4.77471323639328e-20	6.16892950142011e-19	2.7140475238446e-19	AKT3/ANGPT1/ANGPT2/ANGPT4/ATF2/BCL2/BCL2L1/BRCA1/CDK2/CHUK/COL4A1/COL4A2/COL4A3/COL6A2/CREB3/CREB3L1/CREB3L3/EFNA1/EFNA3/EGF/EGFR/EPO/EREG/F2R/FASLG/FGF1/FGF10/FGF18/FGF2/FGF6/FGF9/FGFR2/GNB1/GNB2/GNB3/GNB4/GNB5/GNG10/GNG11/GNG12/GNG13/GNG4/GNG5/GNGT1/GSK3B/HGF/HSP90AA1/IFNA2/IKBKB/IKBKG/IL2/IL2RA/IL4/IL4R/IL6/IL6R/IL7R/INS/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGAV/ITGB3/ITGB5/ITGB6/ITGB8/JAK1/JAK2/JAK3/KDR/KRAS/LPAR1/MAGI1/MTOR/MYC/NFKB1/NGFR/NOS3/NR4A1/NTRK1/OSM/OSMR/PDGFA/PDGFC/PDGFD/PDGFRB/PDPK1/PIK3AP1/PIK3CA/PIK3CB/PIK3CD/PIK3CG/PIK3R3/PIK3R6/PPP2CA/PRKCA/PRL/PTEN/RAC1/RXRA/SGK1/SPP1/STK11/SYK/TEK/TGFA/THBS1/THBS4/TLR2/TLR4/TNC/TNN/TNXB/TP53/VEGFA/VEGFB/VEGFC/VEGFD/YWHAQ/YWHAZ	122
