Cluster_ID	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
A-AI-I-M	GO:0005539	glycosaminoglycan binding	89/1844	228/18337	1.94636942883653e-31	1.85612866440866e-29	1.28143748042061e-29	AAMP/ACAN/ADA2/ADAMTS1/ADAMTS5/ADGRE2/ANG/ANGPTL3/APOE/APOH/APP/AZU1/BMP4/C1QBP/CCL15/CCL23/CCL7/CCL8/CCN1/CCN2/CCN3/CCN4/CCN6/CD44/CTSG/CXCL10/CXCL11/CXCL13/CXCL6/DCN/ELANE/ENG/F2/FBN1/FGF1/FGF10/FGF2/FGF9/FGFBP1/FGFR2/FSTL1/GPNMB/HK1/HMMR/HYAL2/KNG1/LPL/LTF/LXN/MDK/NDNF/NLRP3/NOD1/NOD2/NRP1/NRP2/PF4/PF4V1/PGLYRP1/PGLYRP2/PLA2G2D/POSTN/PPIA/PRG2/PTCH1/PTN/PTPRC/REG3A/REG3G/REG4/RSPO3/SAA1/SELP/SEMA5A/SFRP1/SLIT2/SMOC2/STAB1/STAB2/SULF1/TGFBR2/THBS1/THBS4/TLR2/TNFAIP6/TNXB/TREM2/VEGFA/VEGFB	89
A-AI-I-M	GO:0005178	integrin binding	66/1844	142/18337	6.16109409564011e-29	5.3858230886054e-27	3.71827433140386e-27	ADAM10/ADAM15/ADAM17/ADAM9/ADAMTS5/ANGPTL3/CCN1/CCN2/CCN3/CCN4/CCN6/CD40LG/CD81/CD9/CDH26/COL4A3/CX3CL1/CXCL12/DST/EGFR/EMILIN1/EMP2/ESM1/F11R/FAP/FBN1/FGF1/FGF2/GPNMB/IL1B/ITGA2/ITGA3/ITGA4/ITGA5/ITGAM/ITGAV/ITGAX/ITGB2/ITGB3/ITGB5/ITGB6/ITGB8/JAM2/JAM3/KDR/LYN/MFGE8/MMP14/PLPP3/PPIA/PRKCA/PTN/PTPN2/S1PR3/SEMA7A/SFRP2/SPP1/SRC/SYK/TGFBI/THBS1/THBS4/THY1/TNN/TNXB/VCAM1	66
A-AI-I-M	GO:0001653	peptide receptor activity	67/1844	152/18337	1.17674555741979e-27	9.47394993455096e-26	6.54064277253631e-26	ACKR2/ACKR3/ADCYAP1R1/AGTR1/AGTR2/APLNR/AVPR2/BDKRB1/BDKRB2/CALCR/CALCRL/CCR1/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCRL2/CMKLR1/CRHR1/CRHR2/CX3CR1/CXCR2/CXCR3/CXCR4/CYSLTR1/CYSLTR2/F2R/F2RL1/FPR1/FPR2/FSHR/GAL/GHRHR/GIPR/GLP1R/GPR83/GUCY2C/KISS1R/LGR4/LHCGR/LTB4R/MAS1/MC1R/MC2R/MC3R/MC4R/MC5R/NLRP6/NPR1/NPSR1/OPRM1/PTH1R/PTH2R/RAMP1/RAMP2/RAMP3/RXFP1/RXFP2/SCTR/TACR1/TSHR/VIPR1/VIPR2/XCR1	67
A-AI-I-M	GO:0008528	G protein-coupled peptide receptor activity	66/1844	148/18337	1.26439751271414e-27	9.47394993455096e-26	6.54064277253631e-26	ACKR2/ACKR3/ADCYAP1R1/AGTR1/AGTR2/APLNR/AVPR2/BDKRB1/BDKRB2/CALCR/CALCRL/CCR1/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCRL2/CMKLR1/CRHR1/CRHR2/CX3CR1/CXCR2/CXCR3/CXCR4/CYSLTR1/CYSLTR2/F2R/F2RL1/FPR1/FPR2/FSHR/GAL/GHRHR/GIPR/GLP1R/GPR83/KISS1R/LGR4/LHCGR/LTB4R/MAS1/MC1R/MC2R/MC3R/MC4R/MC5R/NLRP6/NPR1/NPSR1/OPRM1/PTH1R/PTH2R/RAMP1/RAMP2/RAMP3/RXFP1/RXFP2/SCTR/TACR1/TSHR/VIPR1/VIPR2/XCR1	66
A-AI-I-M	GO:0004896	cytokine receptor activity	49/1844	97/18337	7.31293663250608e-24	5.11418035166592e-22	3.5307371250275e-22	ACKR2/ACKR3/CCR1/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCRL2/CD44/CMKLR1/CX3CR1/CXCR2/CXCR3/CXCR4/EBI3/F3/FZD4/IFNGR1/IL10RA/IL10RB/IL12B/IL17RA/IL17RB/IL17RC/IL17RE/IL18R1/IL18RAP/IL1R1/IL1R2/IL1RAP/IL1RL1/IL1RL2/IL20RB/IL22RA1/IL22RA2/IL23R/IL2RA/IL31RA/IL4R/IL5RA/IL6R/IL6ST/IL7R/LEPR/OSMR/XCR1	49
A-AI-I-M	GO:0048020	CCR chemokine receptor binding	33/1844	46/18337	2.54362000721267e-23	1.66766086722881e-21	1.15132274010679e-21	CCL1/CCL11/CCL13/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL2/CCL20/CCL21/CCL22/CCL23/CCL24/CCL25/CCL26/CCL27/CCL3/CCL3L1/CCL4/CCL4L1/CCL5/CCL7/CCL8/CCR2/CCRL2/CX3CL1/CXCL13/DEFB4A/JAK1/XCL1/XCL2	33
A-AI-I-M	GO:0008201	heparin binding	64/1844	164/18337	6.04952090287176e-23	3.73291025124264e-21	2.57713336295714e-21	AAMP/ADA2/ADAMTS1/ADAMTS5/ANG/ANGPTL3/APOE/APOH/APP/AZU1/BMP4/CCL15/CCL23/CCL7/CCL8/CCN1/CCN2/CCN3/CCN4/CCN6/CTSG/CXCL10/CXCL11/CXCL13/CXCL6/ELANE/F2/FBN1/FGF1/FGF10/FGF2/FGF9/FGFBP1/FGFR2/FSTL1/GPNMB/KNG1/LPL/LTF/LXN/MDK/NDNF/NRP1/NRP2/PF4/PF4V1/PLA2G2D/POSTN/PRG2/PTCH1/PTN/PTPRC/REG4/RSPO3/SAA1/SELP/SFRP1/SLIT2/SMOC2/THBS1/THBS4/TNXB/VEGFA/VEGFB	64
A-AI-I-M	GO:0019838	growth factor binding	55/1844	137/18337	1.36220792494604e-20	7.93864507371329e-19	5.48069621264838e-19	A2M/ACVR1/ACVRL1/CCN1/CCN2/CCN3/CCN4/CCN6/CD36/COL4A1/CRIM1/CXCL13/EGFR/ENG/ESM1/FGFBP1/FGFR2/FURIN/GHRHR/HTRA1/HYAL2/IGFBP4/IL10RA/IL1R1/IL1R2/IL1RN/IL2RA/IL36RN/IL6R/IL6ST/ITGAV/ITGB3/KDR/KL/NGFR/NLRP7/NRP1/NRP2/NRROS/NTRK1/OSMR/PDGFA/PDGFRB/PTN/PXDN/RHBDF1/RHBDF2/RPS19/SHC1/SRPX2/TEK/TGFBR1/TGFBR2/THBS1/TSKU	55
A-AI-I-M	GO:1901681	sulfur compound binding	78/1844	260/18337	1.9646858324717e-19	1.08471338855938e-17	7.48866400410266e-18	AAMP/ADA2/ADAMTS1/ADAMTS5/ADGRE2/ANG/ANGPTL3/APOE/APOH/APP/AZU1/BMP4/CCL15/CCL23/CCL7/CCL8/CCN1/CCN2/CCN3/CCN4/CCN6/CD34/CTSG/CXCL10/CXCL11/CXCL13/CXCL6/DBT/ELANE/ENPP1/F2/FBN1/FGF1/FGF10/FGF2/FGF9/FGFBP1/FGFR2/FSTL1/GPNMB/GSTM4/GSTP1/ITGA2/KNG1/LPL/LRP1/LTF/LXN/MDK/MGST2/NDNF/NRP1/NRP2/OGDHL/PF4/PF4V1/PLA2G2D/PNPLA3/POSTN/PPIA/PRG2/PTCH1/PTGES/PTN/PTPRC/REG4/RSPO3/SAA1/SELP/SEMA5A/SFRP1/SLIT2/SMOC2/THBS1/THBS4/TNXB/VEGFA/VEGFB	78
A-AI-I-M	GO:0042277	peptide binding	87/1844	315/18337	6.00257377951663e-19	3.14834994735647e-17	2.17356355805655e-17	ACVR1/ADCYAP1R1/ADRB2/AGER/ANG/APOA1/APOE/AVPR2/BDKRB1/CALCR/CALCRL/CD14/CD36/CHRNA7/CMA1/CRHBP/CRHR1/CRHR2/EBI3/ENPEP/EPHA4/ERAP1/FCGR2B/FPR2/FURIN/FZD4/FZD5/GHRHR/GHSR/GIPR/GLP1R/GSTM4/GSTP1/GUCY2C/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB1/HLA-DRB5/HLA-E/HLA-F/HLA-G/HSPG2/IAPP/ITGA2/ITGAM/ITGB2/KPNA2/KPNA6/LBP/LDLR/LEPR/LRP1/MAS1/MC3R/MC4R/MGST2/MRGPRX2/NFKBIA/NGFR/NOD2/NPR1/OPRM1/PPARG/PPIA/PTGDR2/PTGES/PTH1R/PTH2R/RAMP1/RAMP2/RAMP3/RXFP2/RXRA/SCTR/TGFB2/TLR1/TLR2/TLR4/TLR6/TREM2/VIPR1/VIPR2	87
A-AI-I-M	GO:0140297	DNA-binding transcription factor binding	96/1844	376/18337	3.17514333665105e-18	1.58605969530807e-16	1.09498677474482e-16	AR/ARID5A/ARNTL/ATF2/BCAS3/BCL10/BCL2/BRMS1/CBX5/CEBPB/CIITA/CPNE1/CTBP1/DAPK3/DDIT3/DDRGK1/DHX9/DLL1/DNAAF4/DTX3L/EOMES/ESR1/FOS/FOXP1/FOXP3/GATA4/GATA6/GRIP1/GSK3B/GTF2I/HAND1/HAND2/HDAC1/HDAC2/HDAC3/HDAC7/HDAC9/HHEX/HIPK2/HSPB1/ID2/ISL1/JUN/JUP/KDM5D/KLF4/KLF5/LEF1/LYAR/MAPK14/MED1/MEF2C/MTA1/MTA2/MTA3/MYC/NFE2L2/NFKBIA/NOTCH2/NPM1/NR1H2/NR1H4/NR4A1/NR4A3/PARK7/PARP1/PARP9/PCNA/PHB2/PIAS3/PIAS4/PPARA/PPARD/PPARG/PRKCB/PROX1/PSMA6/PTPN2/RB1/RBPJ/RXRA/SETD6/SIK1/SIRT1/SMAD3/SRC/SRF/STAT1/STAT3/STAT5B/TAL1/TCF7L2/TP53/TWIST1/ZMYND8/ZNF703	96
A-AI-I-M	GO:0019956	chemokine binding	24/1844	33/18337	1.56362590273005e-17	7.45565259983557e-16	5.14724699080515e-16	A2M/ACKR1/ACKR2/ACKR3/CCR1/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCRL2/CX3CR1/CXCR2/CXCR3/CXCR4/FGF2/ITGA4/ITGAV/ITGB3/PDPN/XCR1/ZFP36	24
A-AI-I-M	GO:0008083	growth factor activity	56/1844	162/18337	2.13847031359284e-17	9.75328416938645e-16	6.73349004920765e-16	ADA2/AGT/ANGPTL3/BMP2/BMP4/BMP6/CCN2/CCN3/CCN6/CXCL1/CXCL12/EGF/EPGN/EREG/F2/FGF1/FGF10/FGF18/FGF2/FGF6/FGF9/GDF2/GDF5/GPI/GRN/HGF/IL10/IL12A/IL12B/IL2/IL34/IL4/IL5/IL6/JAG1/MACC1/MDK/MIA/NODAL/OSM/PDGFA/PDGFC/PDGFD/PPBP/PTN/TDGF1/TGFA/TGFB1/TGFB2/THBS4/TIMP1/TYMP/VEGFA/VEGFB/VEGFC/VEGFD	56
A-AI-I-M	GO:0005179	hormone activity	46/1844	122/18337	3.39227210719623e-16	1.48270560018702e-14	1.0236329867329e-14	ADCYAP1/ADIPOQ/ADM/ADM2/AGT/APELA/AVP/C1QTNF12/CALCA/CALCB/CCL25/CGA/COPA/CRH/EDN2/EPO/FBN1/FSHB/GAL/GCG/GHRH/GHRL/GIP/GPHA2/GPHB5/HAMP/IAPP/INS/INSL3/KL/LEP/LHB/NPPB/NPY/PNOC/POMC/PRL/PTH/PTHLH/RETN/RLN2/RLN3/SCT/TSHB/UCN/VIP	46
A-AI-I-M	GO:0004713	protein tyrosine kinase activity	48/1844	135/18337	1.16289847659925e-15	4.87952200781044e-14	3.36873327115908e-14	ABL1/ALK/AXL/BMX/BTK/CRIM1/EFNA3/EGFR/EIF2AK2/EPHA1/EPHA4/EPHB1/EPHB3/EPHB4/FER/FGFR2/FGR/FYN/HCK/HIPK1/HIPK2/JAK1/JAK2/JAK3/KDR/LTK/LYN/MAP2K3/MAP2K4/MAP2K5/MAP2K6/MAP2K7/MST1R/NRP1/NRP2/NTRK1/PDGFRB/PRKCD/RIPK2/SCYL1/SRC/STYK1/SYK/TEK/TIE1/TYRO3/YES1/ZAP70	48
A-AI-I-M	GO:0033218	amide binding	92/1844	391/18337	4.0254200477359e-15	1.62410216541345e-13	1.12125060438959e-13	ACVR1/ADCYAP1R1/ADRB2/AGER/ANG/APOA1/APOE/AVPR2/BDKRB1/CALCR/CALCRL/CD14/CD36/CHRNA7/CMA1/CRHBP/CRHR1/CRHR2/EBI3/ENPEP/EPHA4/ERAP1/FASN/FCGR2B/FOLR2/FPR2/FURIN/FZD4/FZD5/GHRHR/GHSR/GIPR/GLP1R/GSTM4/GSTP1/GUCY2C/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB1/HLA-DRB5/HLA-E/HLA-F/HLA-G/HSPG2/IAPP/ITGA2/ITGAM/ITGB2/KPNA2/KPNA6/LBP/LDLR/LEPR/LRP1/MAS1/MC3R/MC4R/MGST2/MRGPRX2/NFKBIA/NGFR/NOD2/NPR1/OPRM1/PHB2/PLA2G4A/PNPLA3/PPARG/PPIA/PTGDR2/PTGES/PTH1R/PTH2R/RAMP1/RAMP2/RAMP3/RXFP2/RXRA/SCTR/TGFB2/TLR1/TLR2/TLR4/TLR6/TREM2/VIPR1/VIPR2	92
A-AI-I-M	GO:0004674	protein serine/threonine kinase activity	98/1844	430/18337	4.47068046786731e-15	1.73694215214548e-13	1.19915327949033e-13	ACVR1/ACVRL1/AKAP13/AKT3/ALPK1/BCR/BMPR1B/BRD4/CAMK1D/CAMK4/CCL3/CDK19/CDK2/CDK5/CDK9/CHUK/CIITA/DAPK1/DAPK3/EGFR/EIF2AK1/EIF2AK2/EIF2AK3/ENG/GSK3B/HIPK1/HIPK2/IKBKB/IKBKE/ILK/IRAK1/IRAK2/IRAK3/KSR2/MAP2K3/MAP2K4/MAP2K5/MAP2K6/MAP2K7/MAP3K3/MAP3K5/MAP3K7/MAP3K8/MAP4K2/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK7/MAPK8/MAPK9/MAPKAPK2/MAPKAPK3/MARK2/MTOR/MYLK3/NEK10/NEK8/NME2/NUAK1/PAK1/PAK4/PBK/PDPK1/PIK3CA/PIK3CG/PLK2/PRKACA/PRKACB/PRKACG/PRKCA/PRKCB/PRKCD/PRKCG/PRKCQ/PRKCZ/PRKD1/PRKD2/PRKX/RIPK1/RIPK2/RIPK3/ROCK1/ROCK2/RPS6KA4/RPS6KA5/SGK1/SIK1/SRPK2/STK10/STK11/STK36/STK39/SYK/TBK1/TGFBR1/TGFBR2	98
